LEVEL	F_A	F_B	F_C	F_D	F_E	F_F
F1SKZ0	-0.4082793476575961	0.0205763298439239	0.4772917188838236	2.032958144689009	-0.2827740763819402	-0.5504729617382902
Q9GLV6	-0.4359122559952806	-1.0397879690120555	0.2419854878949648	-0.2427299575706069	0.4591641702956077	-1.0391544439979257
F1SJE6	0.8739623853939428	2.512423662444516	2.508984736933483	-1.3461558297694247	1.7736071432416038	2.2489219600534955
F1SSE8	-0.7880438840962966	-1.6992543148404082	-1.090903373516477	0.3606080614372536	0.7097934913272521	-0.0619340685072417
A0A287BQP9	-0.0153414226591216	-0.2883367625559497	-0.287614282247583	-0.2152009920313178	0.2389492353378715	-0.9274053437095308
A0A286ZXD9	2.3353130111948985	6.415396641176263	1.453073532379302	1.4251590046276603	0.773751962788448	1.5125105828967216
A0A480XNH5	-0.4605503488026809	-1.8978999632658888	-0.6263882129102397	-0.6472064138145598	0.5711772254822263	1.1942160829273023
A0A287BFZ3	2.242528097625609	0.8655535699681155	1.913500343794036	2.4733536114088497	0.6469270201612021	0.8865267741166493
A0A286ZLB3	0.8235651907246003	-0.0052651163537187	0.5644837656675242	-0.0634486950416496	0.7337614871870184	1.2364000948968843
A0A287BKL4	-0.4177848628948187	-2.5385627363382595	-7.097937407853713	-1.7763508407653303	1.1496236790177925	-0.809903264039304
A0A480XGR1	-0.8435794143737867	-3.022187218872889	-0.82977960342438	-0.4873008468424528	0.3385831152933314	-0.2578904187988964
A0A286ZLA2		-0.0990887262789506	-0.468837915451384			-1.701293578266072
F1SIT7	-0.2540404889245107	0.0830722821052346	0.0650944342338697	0.7651900834538707	-0.3260138750881849	-0.5807847457454065
A0A286ZHV7	-0.0936966703322182	-0.4128597190903946	-6.603276624327154	-2.3230687382827737	-2.069335113941801	0.6954191854356239
A0A8W4FDW8	-0.521730645975367	-3.341055678720696	-1.4218814375434186	0.2902996424236428	1.6170559383308551	-0.0882626749078866
I3LNY6	8.172367705691409	17.638935960738557	12.087638136672954	2.751172930085602	3.4297753095285057	1.9766621393336656
A0A286ZYS8	-1.9194085733107555	-3.433297055655474	-3.120781142822572	-0.1679038186708376	-1.0259004103983822	-1.162169302837749
A0A286ZYQ6	-0.2278932098453441	0.5401811970957915	0.4329065660633886	-0.5553722900875995	0.3148659877477804	-0.44540523153488
A0A5G2QMG1	2.2809735369839617	0.2552369113984713	1.6166438737269933	0.4587029173462664	0.9635897007732178	0.3003019645335255
A0A287AZ70	0.3252893928683419			0.529064176047042	-0.352920642454567	
F1RL48	0.2871641745669414	0.2851555663026979	-0.4720659417041939	0.9161873260340788	0.1626083671761836	0.4857864600021384
Q9TSX9	-3.288109881215307	-3.48733849109148	-1.5807547682019252	-3.2727850680342083	1.2520768062619851	-2.724240086138754
A0A5G2RCH7	-0.9706848570296208	-0.5509484835026112	-0.5152120289223178	-0.289992057056469	0.9969576433841458	-0.6026977570431394
F1RLZ7	-0.6201822564680274	-1.0308663311270914	-3.197264787609716	-2.2153124976433736	0.6790823048146001	-1.960827988018148
A0A287B0Y8	-0.3502305757835227	1.9142998773081945	-3.5273782511791305	1.1389508125780266	0.5265750130970746	0.7178831569961216
A0A287B253	2.253613645501638	5.147307198017482	4.820100739674198	0.8038034400028048	2.519181198791	0.4802551703887635
F1SC51	7.302604266753839	11.601423878520784	5.303500420033731	4.8389309138787615	2.24340052466903	4.256029594761249
F1S7K4	-1.0587117628752771	-0.934577352449697	-3.915859971833705	-2.333137898412619	-1.307479976939178	0.5294637621910686
A0A287A8G7	-2.505158535968223	-1.1620515300762282	0.3337302423168292	0.8122729334547737	-1.5139850973907223	-1.9243719814909228
Q8MJ30	-0.3004299240043058	-0.3303781581596807	0.9877324008040268	-2.4169414470326145	1.4169224098869448	0.3295768885409881
A0A287B8H3	-0.2306777185262377	0.7612552471324524	0.1485143918216026	-0.7174021587519076	0.1184534346967687	-0.3731377924527992
A0A287BS35	1.407911969734624	4.545888764163233	-0.1527558354307196	0.4389510137185449	0.7154408493902793	-0.0465961728844149
A0A8W4FCU2	0.0270587824021597	1.6841706692177631	-1.1364495060230153	5.909212203158731	-7.27651761842576	0.9530869928759276
A0A287B6P0		-0.8592024727891175	0.3049924432966832			-1.4243090137307943
A0A287BKR2	0.1173360634155973	0.0019295718913016	0.1203103743400025	-0.2459876860049035	0.4977278730797986	0.9303144755004557
A0A287ARV8	0.2359084762077147	-0.3754383589226578	0.9748491427842276	1.3015424570096663	-0.2313628589246034	1.080461789052517
A0A287BB96	0.2901512589522457	-0.3672356633951224	-0.1683291386504297	-0.6213385548853616	-1.236302348493713	-0.1629196725832345
A0A480J3V8	-4.625132737170968	0.3768309093497348	-1.6920271360143166	0.2363231996196223	0.1523876656170446	-6.333388992190729
A0A287B5W0	-1.096334345124922	-1.4376388385122958	-1.455461412923084	-0.2856238876628839	0.3041584856637118	-1.461787418101509
A0A024BTL2	1.1889281173174806	1.7318447190333734	0.7299117223977559	-0.7235687431441377	-0.5162866121904174	0.7759349643042994
A0A8W4FR76	0.5841712108059249	2.5684325827324543	-3.309089128407855	-0.2801386685588043	0.4806150866264663	0.2267046808445453
A0A287BPJ7	1.561861010061475	5.814022566444326	0.0827881556973478	1.4452663926538103	2.8189727158681586	2.195252266381458
A0A287A026	-0.8287465762548355	0.4161145768093716	0.7744341132466289	0.144694821882952	0.9288392989258992	0.1310150623778281
A0A5G2QPK4	2.076372679728322	1.2850071445706948	-0.1527660619192606	1.207558292969101	0.4154652523528315	2.03078599399447
I3LAB7	-1.3835417222289212	-0.5116796964163491	-0.2827036158201119	0.2070217968366844	0.8803918339380058	-1.0799061867190216
F2Z5G8	0.6027764444892743	-0.8957461301080396	-0.0256438379571892	-0.4229997155227131	1.5159641661717245	-0.6412477157125974
F1RT23	-0.5281064133165638			1.1179361818987248	-0.6146949721381377	
D0G0B3	-2.2860168989904346	-3.063954961806308	-1.0983893328315188	-2.243636322674149	0.5297008115293739	0.9002057981258318
A0A286ZZG7	-0.8793679820272873	0.7036212920564581	0.1580810145166477	-0.1557682437779193	0.1726409568753777	-0.4963160212432231
Q29052	-0.2687428217200493	-1.5591908892969275	1.3425350288252746	0.6885856243932282	-2.728292471062608	-1.3580561724377296
A0A287B6B2	0.66114480207474	1.4996509175456412	0.4721191278667164	0.2436976529923503	2.299736644324051	0.3318146235150611
A0A075B7H9	0.1050973469589049	-2.9820227224520863	1.4253412120158322	-0.9110545553270424	-5.078864582760593	0.2943725169590671
F1S4I3	-1.6793238666406305	-0.7683582518988414	-1.520340278273013	-0.3948972335610422	0.6258031672091737	-0.471954888165586
A0A287AAU9	-0.3098801200641491	-1.0321153623637158	-0.2143532583141953	0.217267202469651	-0.1907076676128209	0.3870244596224359
A0A287B749	1.965397052213824	0.0160032492246314	0.2709940606835902	0.7967068901899996	0.709803610638217	0.8262096352528832
A0A287BNZ7	-0.080097558117735	-2.11413495941133	-0.4897803851343125	0.4459588436542178	1.4574029745865562	-0.1849752369801759
A0A8W4FD57	-0.7310143931379894	1.2223208467029627	0.8436930088797927	0.1611151260200531	1.7562535870196163	1.4465541723939563
A0A287A935	-0.4029002860939368	1.8850430495734063	0.2449784518075486	-0.5028521020465075	0.2739323526393818	0.6726496015195756
A0A480MTR8	0.2805777796136928	-0.1339492829455494	-0.1777669600137295	0.4244939815756968	-0.8673073699514603	0.9490196816790146
A0A8W4F8D3	3.984085511747933	7.169535380999483	11.690257867983789	4.646445560538312	3.846588554080395	1.327534551748733
I3LAB6	-0.591734202284738	-0.0885969757261468	0.5007337384149242	1.589710204739621	0.6582990974371913	-0.6885277212675869
A0A287AZF9	-0.8544087581697588	-1.1242154307144852	-0.8098842188069445	-2.109805995627669	0.6001536501556296	1.219559829522696
A0A286ZZF0	-1.0566014619540824	-0.048916700677662	-0.380239485076911	1.1174275708026946	0.4700996901591104	-1.198257675937004
A0A287B0C4	0.3658785572010425			0.9926895907037266	-2.4589019832626824	
A0A286ZNN4	-0.1904558415825736	-2.48864768576723	-0.8346897945837308	-0.4760495136345689	1.7672951328221984	2.015631603100429
F1RRT2	-1.4662106109191897	-1.868837899387184	-1.9303587215740183	-2.1417815959826534	-0.2333870896852789	-2.777596643597779
Q719N1	-0.8553810350083947			1.383532009699502	-0.7683109861485007	
A0A481ARY0	-0.7899916515129227	-0.5295029712997009	-0.9709669046259805	-0.9042952088434868	-1.3492561706456616	-0.5016740720615419
A0A5G2R9Y3	1.4654014316706376	1.4284414692598764	-0.9853131269953332	1.2466978594030471	0.5071231027342945	1.56584349458058
A0A287A770	0.9416376744229692	0.5496063625362462	0.4385218948917618	-1.117716620901844	-1.3017696176206854	2.4923805708568474
A0A287AQ40	-0.249096400500559	-1.0261712435207129	-1.3353210910101472	0.2686811876673369	0.0958334686894234	-2.238432122121047
A0A287ATQ0	-1.6598404554194686	-0.7985673354610338	-1.3606336133191603	-1.6329703177713923	0.4793319630820262	-0.8241757923695826
F1RGT2	-0.0810223608397488			0.4373301509808193	-0.7096238061800217	
F1RW03	0.8331810784853383	0.1020358329489843	0.8196740416685616	0.0692617221113191	0.0807386873280638	-0.4629135081333028
A0A5G2QIE6	-0.1406886600341978	-0.7389801697524336	0.3603387174105958	0.2229585631007895	2.322722777992148	1.4150910483833834
K7GMY6	1.00257422491631	0.8714675343961242	-0.2723902403658166	0.1052461796858991	-0.2529489569965646	-0.2567319346469048
F1S981	-2.6926869615621944	-5.692181534761173	-2.8277882619234984	-4.602333287143721	-1.249893308723763	-1.6925192857253424
A0A287AE42	-0.0317040604865469	0.3957661348999942	0.5266638007158022	-0.462445546755466	0.7077993427000714	1.320287626721798
F1S415	0.8328289515623007	1.6210095103785749	0.0254100495673295	-1.443753931562303	-0.4446829265027399	-0.705214327522385
A0A287AXC9	-0.5734994538906255	-2.4435770433450306	-1.8546302838246984	-1.4497987050066556	-3.0769484806121503	-0.851836202844618
A0A287AEW1		-0.3540325102450437	-0.3964643900127481			-0.3366160811097282
P01846	2.113302290621924	0.0898547588514773	5.44568301450005	1.3401791474956004	-3.647265638087113	2.7811756254625672
Q29593	-0.7990010529969716	0.1659563698891897	0.6069057308544767	-0.3690725184276305	-2.001364572938012	0.1935752890211606
A0A287B7U5	-1.830855862621048	0.5266992017963461	-0.3938183002371793	-1.3477717204776476	-1.570383254482011	-2.0942006040425207
A0A287B8F3	-2.440414354511188	-3.460439940986119	-2.9243043294953863	-5.497808523040164	-0.0621874003965699	-1.8258856793565488
A0A287A2C3	-0.6617946435754672	-1.63209384808311	0.3359495901684689	1.4616159753225575	-0.2203236619660323	0.5345502231126209
A0A5G2RJ76	-0.0429774842115675	0.9470292125723664	0.6379094779300122	-0.564113119844588	-0.2244705487894346	-0.6935203632611096
A0A287A1G6	2.982460391690901	2.156144297786112	4.155971226013497	0.4600822865524479	0.9076981840695404	2.509634211001245
A0A287AWV5	-1.806885660768391	-2.3494390069512745	-6.167830344704167	0.5237837475697075	-2.102086872645401	-0.8169951217937991
A0A287BPI1	-0.5268916340397783	1.5261635642463989	1.5893529368510553	0.8545971761717415	1.3232165261084414	1.4054054696259195
P09623	0.0314490994888855	-0.2361643373592573	0.3123676258373895	-1.4313622134079291	1.952280914134426	1.934213924277103
A0A287BKP7	-1.225099705467453	1.4210622830759427	-1.0945111445710145	-0.0945825621610752	-1.1442910020594546	-1.0588367735909114
A0A5G2QKZ6	-0.6940801441687428	0.2871036468155511	0.2868167315050173	-3.4508933533814687	-2.3666506125595825	2.0225928290773765
A0A287ASJ4	-0.0866171350442827	2.159856667242872	-0.6502956376936908	0.913269368690626	0.4371187161240868	-0.7098004528189131
K7GQ35	-0.6537784577840914	1.6577309170006598	0.6312152039293628	0.003775297332381	-0.08419985486711	0.3884182315534435
A0A287AM97	-0.3531670759911921	-0.3647839926263955	-2.0523300693429087	0.0083896267236371	0.4618622103368967	1.0478738984630986
A0A286ZUN9	0.5488588186453747	-0.6410164585897326	-0.0195309828375152	-0.7228337230954743	0.3383898955556929	1.1092727950710346
A0A5G2RDY5	0.431748389603528	-0.1345301243629223	-0.3554978809012979	0.725781954202055	0.2861767673752906	-1.5725684781425937
A0A286ZUX4	-0.6012546266110395	-0.115200171289326	0.9343729339117978	0.168236392694608	-1.5864396119229145	1.0099749659144486
A0A287A402	-1.264603896218952	-2.6968034638648843	-1.2963318524718288	-2.283193557273	2.098094536453981	0.6090656346155942
A0A287AEK2	-1.4054966047905837	-0.8127114571718154	-2.736342766928159	-0.1607431725085459	1.7980716558367418	-0.1821207292626747
A0A480KXA1	-0.1077429268232433	-2.44378346616009	-8.134393570590506	-2.265329672679486	1.0941249625545626	-0.7209645250053625
A0A5G2QNI3	0.1382753194689529	-1.1585397832288842	-1.7452626642364024	-0.1105437917613238	-0.5717583910283155	1.191662334309574
Q9TUQ3	0.488759939316706	-0.0168641974383853	1.7596020495195197	1.0519924470279702	-0.3283127564958693	0.0233309095658606
F1RZM4	-1.6529369020921525	-0.5189041410401879	-1.669248616661818	-1.6654589578998735	-0.0516151413036993	0.2813257641210391
P08132	1.0806493611257224	1.7175958012714494	1.237895904293515	0.132765729854051	0.4274593667444956	0.1214351145918878
Q5S3G4	-0.4121392556885848	-0.763685840669641	0.1371204583205935	-3.713085656534702	0.1051277628063482	1.1741339769081118
F1RNH0	0.754511236630835	0.3595039858972791	0.6646687827816113	0.7054735480810528	-1.659507559452375	-5.624277668315821
A0A287AG13	0.8074757402351098	-1.434040752451616	10.086354332125984	-5.777938012377047	-5.334649018984963	0.0783262255250874
F1SU55	2.290325975270532	1.7927253945250312	1.1673730348821434	1.242319118379938	1.1137428053246956	0.5107760638698898
I3LN84	-1.429230879326669	-2.6087182192963065	-1.5774530855532294	0.0761976045597739	-0.4815340934559039	-0.0796105464127931
Q1G1K7	-1.2927445002821978	-2.757779428842668	-1.3388296963322228	-1.334018221373276	1.1325739882566357	1.6870981693038074
A0A480YLE4	0.2060835217420475	-0.1075461469625597	1.256276953211095	-1.1032951689609896	0.396549183794187	-0.6443264453888821
A0A287BF97	-0.5828124568728291	0.4410919148922281	-0.0155676788099353	-1.6791441904154485	1.5411032036668937	-0.6787108030426284
A0A287A7R4	-0.4559920651820293	-0.7324018216333857	2.382440501152848	-4.053594881115615	0.6314437800671922	0.2324857355927972
A0A287B0D1	-0.6681744156641937	-0.2012093675269439	-0.0902974808579821	0.6146403288358597	1.3856369293565305	-0.7476133272705064
A0A287B773	-0.5622173829146702	-2.847451212035708	-0.2253459673983192	0.3867136477187921	0.5911212829758821	0.4343067013217362
A0A287A4W4	-0.0166768128263922	-0.2243187796892858	0.6030580071857636	0.0907476765183403	0.8045694175447627	-1.140661136502194
P28220		-0.7488108365682364	-1.2558449064212904			0.2042595734154251
